noun,semantic role,gpt3-davinci_subj_acc,gpt3-davinci_subj_avg_LL_delta,gpt3-davinci_obj_acc,gpt3-davinci_obj_avg_LL_delta,gpt3-babbage_subj_acc,gpt3-babbage_subj_avg_LL_delta,gpt3-babbage_obj_acc,gpt3-babbage_obj_avg_LL_delta,text-davinci-001_subj_acc,text-davinci-001_subj_avg_LL_delta,text-davinci-001_obj_acc,text-davinci-001_obj_avg_LL_delta,bloom-1b1_subj_acc,bloom-1b1_subj_avg_LL_delta,bloom-1b1_obj_acc,bloom-1b1_obj_avg_LL_delta,bloom-3b_subj_acc,bloom-3b_subj_avg_LL_delta,bloom-3b_obj_acc,bloom-3b_obj_avg_LL_delta,gpt2-x_subj_acc,gpt2-x_subj_avg_LL_delta,gpt2-x_obj_acc,gpt2-x_obj_avg_LL_delta,bloom-560m_subj_acc,bloom-560m_subj_avg_LL_delta,bloom-560m_obj_acc,bloom-560m_obj_avg_LL_delta,gpt3-ada_subj_acc,gpt3-ada_subj_avg_LL_delta,gpt3-ada_obj_acc,gpt3-ada_obj_avg_LL_delta,gpt3-curie_subj_acc,gpt3-curie_subj_avg_LL_delta,gpt3-curie_obj_acc,gpt3-curie_obj_avg_LL_delta,text-davinci-003_subj_acc,text-davinci-003_subj_avg_LL_delta,text-davinci-003_obj_acc,text-davinci-003_obj_avg_LL_delta,gpt2-medium_subj_acc,gpt2-medium_subj_avg_LL_delta,gpt2-medium_obj_acc,gpt2-medium_obj_avg_LL_delta,gpt2-xl_subj_acc,gpt2-xl_subj_avg_LL_delta,gpt2-xl_obj_acc,gpt2-xl_obj_avg_LL_delta,bloom-1b7_subj_acc,bloom-1b7_subj_avg_LL_delta,bloom-1b7_obj_acc,bloom-1b7_obj_avg_LL_delta,text-ada-001_subj_acc,text-ada-001_subj_avg_LL_delta,text-ada-001_obj_acc,text-ada-001_obj_avg_LL_delta,gpt2-large_subj_acc,gpt2-large_subj_avg_LL_delta,gpt2-large_obj_acc,gpt2-large_obj_avg_LL_delta,text-curie-001_subj_acc,text-curie-001_subj_avg_LL_delta,text-curie-001_obj_acc,text-curie-001_obj_avg_LL_delta,text-babbage-001_subj_acc,text-babbage-001_subj_avg_LL_delta,text-babbage-001_obj_acc,text-babbage-001_obj_avg_LL_delta,bloom-7b1_subj_acc,bloom-7b1_subj_avg_LL_delta,bloom-7b1_obj_acc,bloom-7b1_obj_avg_LL_delta
building,patient,1.0,0.1500663699999999,0.0,0.1015625,0.0,-0.56302544,0.0,0.1015625,1.0,5.62805541,0.0,0.1015625,1.0,0.8592529296875,0.0,0.1015625,1.0,1.0860595703125,0.0,0.1015625,1.0,2.461692355573178,0.0,0.1015625,1.0,0.125,0.0,0.1015625,0.0,-4.336937107500001,0.0,0.1015625,0.0,-0.4761019399999999,0.0,0.1015625,1.0,15.9337017372,0.0,0.1015625,0.0,-0.2748913764953613,0.0,0.1015625,1.0,0.4400543868541717,0.0,0.1015625,1.0,0.7655029296875,0.0,0.1015625,0.0,-1.27390045,0.0,0.1015625,0.0,-0.2999458312988281,0.0,0.1015625,1.0,0.3268360449999999,0.0,0.1015625,1.0,4.699040161999999,0.0,0.1015625,1.0,0.21875,0.0,0.1015625
bus,patient,1.0,0.9706587933333336,0.0,0.1979166666666666,0.0,-0.1469027333333332,0.0,0.1979166666666666,1.0,6.031769991,0.0,0.1979166666666666,1.0,0.8334147135416666,0.0,0.1979166666666666,1.0,2.4739176432291665,0.0,0.1979166666666666,0.0,-0.3841019074122112,0.0,0.1979166666666666,0.0,-0.4166666666666667,0.0,0.1979166666666666,0.0,-3.0123372833333337,0.0,0.1979166666666666,0.0,-0.5311183233333333,0.0,0.1979166666666666,1.0,20.6159461346,0.0,0.1979166666666666,0.0,-1.250823934872945,0.0,0.1979166666666666,1.0,0.4695285161336263,0.0,0.1979166666666666,1.0,0.4374186197916667,0.0,0.1979166666666666,0.3333333333333333,0.10165973,0.0,0.1979166666666666,1.0,1.379857410987218,0.0,0.1979166666666666,0.0,-1.3452884866666668,0.0,0.1979166666666666,1.0,5.103186240333334,0.0,0.1979166666666666,1.0,0.2447916666666666,0.0,0.1979166666666666
busboy,agent,0.8,0.1493805679999999,0.0,0.321875,0.6,0.124939704,0.0,0.321875,1.0,4.7845010674,0.0,0.321875,0.2,-0.190625,0.0,0.321875,1.0,2.653399658203125,0.0,0.321875,0.0,-0.9035484373569488,0.0,0.321875,0.0,-0.95009765625,0.0,0.321875,0.0,-2.56510491,0.0,0.321875,0.0,-0.4545723419999999,0.0,0.321875,1.0,18.151135261642,0.0,0.321875,0.0,-0.8988128662109375,0.0,0.321875,1.0,0.9058051943778992,0.0,0.321875,1.0,0.33125,0.0,0.321875,0.4,-0.2893932180000001,0.0,0.321875,1.0,1.1670455753803253,0.0,0.321875,0.0,-0.7011991980000001,0.0,0.321875,1.0,3.62529602,0.0,0.321875,1.0,0.384375,0.0,0.321875
businessman,agent,1.0,1.8110261833333328,0.0,0.687744140625,1.0,0.6757872733333333,0.0,0.687744140625,1.0,10.870717194,0.0,0.687744140625,1.0,0.3072916666666667,0.0,0.687744140625,1.0,2.0373331705729165,0.0,0.687744140625,1.0,0.476262410481771,0.0,0.687744140625,0.0,-0.25,0.0,0.687744140625,0.0,-1.3566328733333333,0.0,0.687744140625,0.0,-0.5196984566666667,0.0,0.687744140625,1.0,20.04474262018333,0.0,0.687744140625,0.0,-0.6878382364908854,0.0,0.687744140625,1.0,1.1255852778752644,0.0,0.687744140625,0.0,-0.0729166666666666,0.0,0.687744140625,1.0,1.4455582866666663,0.0,0.687744140625,1.0,1.6803099811077118,0.0,0.687744140625,1.0,0.3298575333333333,0.0,0.687744140625,1.0,4.633139338333334,0.0,0.687744140625,1.0,0.7499186197916666,0.0,0.687744140625
businesswoman,agent,1.0,1.70024515,0.0,0.4739583333333333,1.0,0.2588038433333333,0.0,0.4739583333333333,1.0,10.803905116666668,0.0,0.4739583333333333,0.3333333333333333,-0.0260416666666666,0.0,0.4739583333333333,1.0,1.906494140625,0.0,0.4739583333333333,0.6666666666666666,0.2169850667317708,0.0,0.4739583333333333,0.0,-0.9164225260416666,0.0,0.4739583333333333,0.0,-3.7120670533333335,0.0,0.4739583333333333,0.0,-0.3194879033333332,0.0,0.4739583333333333,1.0,18.748492217943333,0.0,0.4739583333333333,0.0,-0.434406320254008,0.0,0.4739583333333333,1.0,1.0843820373217266,0.0,0.4739583333333333,1.0,0.2604166666666667,0.0,0.4739583333333333,0.0,-1.544755262,0.0,0.4739583333333333,1.0,0.6806103587150574,0.0,0.4739583333333333,1.0,1.1020844966666663,0.0,0.4739583333333333,1.0,3.342133163666667,0.0,0.4739583333333333,1.0,0.6194661458333334,0.0,0.4739583333333333
butcher,agent,1.0,2.4236605325,0.0,0.56658935546875,1.0,0.2301883975,0.0,0.56658935546875,1.0,9.11648487805,0.0,0.56658935546875,0.0,-0.5311279296875,0.0,0.56658935546875,1.0,1.8441162109375,0.0,0.56658935546875,0.0,-0.9584216848015784,0.0,0.56658935546875,0.0,-1.18768310546875,0.0,0.56658935546875,0.0,-4.025863939500001,0.0,0.56658935546875,0.0,-0.6794624275000001,0.0,0.56658935546875,1.0,18.80044392535,0.0,0.56658935546875,0.0,-0.7533798217773438,0.0,0.56658935546875,1.0,0.9884004667401314,0.0,0.56658935546875,0.75,0.0234375,0.0,0.56658935546875,0.0,-2.3438209625,0.0,0.56658935546875,0.5,0.1346676349639892,0.0,0.56658935546875,0.0,-0.7403371324999999,0.0,0.56658935546875,1.0,3.5380688495,0.0,0.56658935546875,1.0,0.5079345703125,0.0,0.56658935546875
cake,patient,1.0,0.6024989366666667,0.3333333333333333,0.1041666666666666,0.0,-0.6054916066666668,0.3333333333333333,0.1041666666666666,1.0,1.5233120533333333,0.3333333333333333,0.1041666666666666,0.0,-0.109375,0.3333333333333333,0.1041666666666666,1.0,2.6769002278645835,0.3333333333333333,0.1041666666666666,0.0,-0.8648630777994791,0.3333333333333333,0.1041666666666666,0.0,-1.0833333333333333,0.3333333333333333,0.1041666666666666,0.0,-3.730777615333333,0.3333333333333333,0.1041666666666666,0.0,-0.88084544,0.3333333333333333,0.1041666666666666,1.0,15.447008258243336,0.3333333333333333,0.1041666666666666,0.0,-0.6934394935766856,0.3333333333333333,0.1041666666666666,1.0,0.2781457901000976,0.3333333333333333,0.1041666666666666,1.0,0.593505859375,0.3333333333333333,0.1041666666666666,0.0,-4.036074066133334,0.3333333333333333,0.1041666666666666,1.0,0.3835223515828449,0.3333333333333333,0.1041666666666666,0.0,-1.8706593466666668,0.3333333333333333,0.1041666666666666,1.0,1.9079182366666665,0.3333333333333333,0.1041666666666666,1.0,0.265625,0.3333333333333333,0.1041666666666666
cameraman,agent,1.0,1.38113601,0.0,0.2421875,1.0,0.109309205,0.0,0.2421875,1.0,8.20782809755,0.0,0.2421875,0.5,0.0,0.0,0.2421875,1.0,1.78118896484375,0.0,0.2421875,1.0,1.3030853271484375,0.0,0.2421875,0.0,-0.25,0.0,0.2421875,0.0,-3.8507746165,0.0,0.2421875,0.0,-0.43248752,0.0,0.2421875,1.0,18.22872428805,0.0,0.2421875,0.0,-0.9854488372802734,0.0,0.2421875,0.0,-0.387728214263916,0.0,0.2421875,0.0,-0.09375,0.0,0.2421875,1.0,1.14507959,0.0,0.2421875,1.0,0.6538147926330568,0.0,0.2421875,0.0,-0.15229485,0.0,0.2421875,1.0,3.7997040875,0.0,0.2421875,1.0,0.4140625,0.0,0.2421875
camper,agent,1.0,0.461108745,0.0,0.2734375,0.0,-0.07873346,0.0,0.2734375,1.0,2.719159305,0.0,0.2734375,1.0,0.09375,0.0,0.2734375,1.0,2.593978881835937,0.0,0.2734375,0.0,-0.3613891601562499,0.0,0.2734375,0.0,-1.3748779296875,0.0,0.2734375,0.0,-2.902532492,0.0,0.2734375,0.0,-0.6296739499999999,0.0,0.2734375,1.0,17.7704804678,0.0,0.2734375,0.0,-0.5489577949047089,0.0,0.2734375,1.0,1.025892287492752,0.0,0.2734375,1.0,0.203125,0.0,0.2734375,0.5,-0.7682360749999999,0.0,0.2734375,1.0,0.6151967346668242,0.0,0.2734375,0.0,-0.692047335,0.0,0.2734375,1.0,2.8216159635,0.0,0.2734375,1.0,0.531494140625,0.0,0.2734375
canvas,patient,1.0,0.1625718299999999,0.25,0.1796875,0.0,-0.5978460125,0.25,0.1796875,1.0,5.380643413325,0.25,0.1796875,1.0,0.3125,0.25,0.1796875,1.0,2.3750076293945312,0.25,0.1796875,0.0,-0.5960197448730469,0.25,0.1796875,0.0,-1.187408447265625,0.25,0.1796875,0.0,-3.914573003,0.25,0.1796875,0.0,-0.5072216724999999,0.25,0.1796875,1.0,16.416194359675,0.25,0.1796875,0.0,-0.6914405673742294,0.25,0.1796875,1.0,0.2703249454498291,0.25,0.1796875,1.0,0.3125,0.25,0.1796875,0.25,-0.7702793725000001,0.25,0.1796875,1.0,0.3341751024127006,0.25,0.1796875,0.75,-0.2343860074999999,0.25,0.1796875,1.0,2.7230893325000003,0.25,0.1796875,1.0,0.35150146484375,0.25,0.1796875
captain,agent,1.0,1.7983674266666665,0.0,0.3854166666666667,1.0,0.8002656233333334,0.0,0.3854166666666667,1.0,9.443520123233334,0.0,0.3854166666666667,1.0,0.9112955729166666,0.0,0.3854166666666667,1.0,2.3537394205729165,0.0,0.3854166666666667,1.0,1.5059344271818798,0.0,0.3854166666666667,0.0,-1.166748046875,0.0,0.3854166666666667,0.0,-4.088375813333333,0.0,0.3854166666666667,0.0,-0.5139465433333333,0.0,0.3854166666666667,1.0,20.48868174665333,0.0,0.3854166666666667,0.0,-0.5653076569239298,0.0,0.3854166666666667,1.0,1.047290821870168,0.0,0.3854166666666667,1.0,0.2708333333333333,0.0,0.3854166666666667,1.0,1.9250105766666663,0.0,0.3854166666666667,0.6666666666666666,0.2099793553352356,0.0,0.3854166666666667,0.0,-0.5298385533333333,0.0,0.3854166666666667,1.0,5.14695057,0.0,0.3854166666666667,1.0,0.520751953125,0.0,0.3854166666666667
car,patient,1.0,1.3307185758333333,0.0,0.2643636067708333,0.75,0.0571841158333333,0.0,0.2643636067708333,1.0,6.048842154491666,0.0,0.2643636067708333,1.0,1.1445515950520833,0.0,0.2643636067708333,1.0,2.3294219970703125,0.0,0.2643636067708333,0.0,-1.3344084545969963,0.0,0.2643636067708333,0.5,-0.1249593098958333,0.0,0.2643636067708333,0.0,-2.8999357619166664,0.0,0.2643636067708333,0.0,-0.2858607075,0.0,0.2643636067708333,1.0,19.806310436109168,0.0,0.2643636067708333,0.0,-0.6613531162341436,0.0,0.2643636067708333,1.0,0.6920769264300665,0.0,0.2643636067708333,1.0,0.3958333333333333,0.0,0.2643636067708333,0.4166666666666667,-0.1061428254166667,0.0,0.2643636067708333,1.0,1.590841691320141,0.0,0.2643636067708333,0.0,-0.6737990908333334,0.0,0.2643636067708333,1.0,4.629555033166667,0.0,0.2643636067708333,1.0,0.4246012369791667,0.0,0.2643636067708333
cardboard,patient,1.0,0.6436586325,0.25,0.13671875,0.0,-0.1381740775,0.25,0.13671875,1.0,5.704258983,0.25,0.13671875,1.0,0.26171875,0.25,0.13671875,1.0,2.417999267578125,0.25,0.13671875,0.0,-1.278604507446289,0.25,0.13671875,0.0,-0.9376220703125,0.25,0.13671875,0.0,-3.2648960860000003,0.25,0.13671875,0.0,-0.54450945,0.25,0.13671875,1.0,14.92622475426,0.25,0.13671875,0.0,-0.8520917817950249,0.25,0.13671875,1.0,1.0235104486346245,0.25,0.13671875,1.0,0.2109375,0.25,0.13671875,0.0,-1.737339055,0.25,0.13671875,0.25,-0.34303068369627,0.25,0.13671875,0.25,-0.376339925,0.25,0.13671875,1.0,2.99747876075,0.25,0.13671875,1.0,0.3905029296875,0.25,0.13671875
carpet,patient,0.3333333333333333,-0.1593434999999999,0.0,0.2604166666666667,0.0,-0.0615088133333332,0.0,0.2604166666666667,1.0,6.957203666766667,0.0,0.2604166666666667,1.0,0.5625813802083334,0.0,0.2604166666666667,1.0,2.99493408203125,0.0,0.2604166666666667,0.3333333333333333,-0.0479723413785297,0.0,0.2604166666666667,0.0,-0.7499186197916666,0.0,0.2604166666666667,0.0,-2.258873596666666,0.0,0.2604166666666667,0.0,-0.4612122099999999,0.0,0.2604166666666667,1.0,16.372762683533335,0.0,0.2604166666666667,0.0,-0.2361132303873697,0.0,0.2604166666666667,1.0,1.107738176981608,0.0,0.2604166666666667,1.0,0.7085774739583334,0.0,0.2604166666666667,0.6666666666666666,0.3110243399999999,0.0,0.2604166666666667,1.0,1.827869762976964,0.0,0.2604166666666667,0.0,-0.2556582733333333,0.0,0.2604166666666667,1.0,4.1715842720000005,0.0,0.2604166666666667,1.0,0.4739583333333333,0.0,0.2604166666666667
carver,agent,1.0,2.3456925445714285,0.0,0.598388671875,0.7142857142857143,0.0667010857142857,0.0,0.598388671875,1.0,8.391650951557143,0.0,0.598388671875,0.0,-0.41064453125,0.0,0.598388671875,1.0,2.169956752232143,0.0,0.598388671875,0.0,-0.3776833585330418,0.0,0.598388671875,0.0,-0.857177734375,0.0,0.598388671875,0.0,-3.781262137714286,0.0,0.598388671875,0.0,-0.53946442,0.0,0.598388671875,1.0,19.511271207805716,0.0,0.598388671875,0.0,-0.7073222654206412,0.0,0.598388671875,1.0,0.6016096600464412,0.0,0.598388671875,0.4285714285714285,-0.0267857142857142,0.0,0.598388671875,0.0,-3.4842200071428566,0.0,0.598388671875,0.1428571428571428,-0.2653044121606009,0.0,0.598388671875,0.0,-0.6941874842857143,0.0,0.598388671875,1.0,2.9491571477142857,0.0,0.598388671875,1.0,0.5958426339285714,0.0,0.598388671875
caterer,agent,1.0,1.23711235,0.0,0.3333333333333333,0.6666666666666666,-0.0364557366666667,0.0,0.3333333333333333,1.0,6.278125014333334,0.0,0.3333333333333333,0.0,-0.4479166666666667,0.0,0.3333333333333333,1.0,2.1460978190104165,0.0,0.3333333333333333,1.0,0.6533737381299337,0.0,0.3333333333333333,0.0,-1.5002034505208333,0.0,0.3333333333333333,0.0,-3.700153169333333,0.0,0.3333333333333333,0.0,-0.8934020866666668,0.0,0.3333333333333333,1.0,18.591821626476666,0.0,0.3333333333333333,0.0,-0.8893635968367258,0.0,0.3333333333333333,1.0,0.7856779197851816,0.0,0.3333333333333333,0.6666666666666666,-0.0625,0.0,0.3333333333333333,0.0,-4.158201339,0.0,0.3333333333333333,1.0,0.5380430221557617,0.0,0.3333333333333333,0.0,-1.1546781833333333,0.0,0.3333333333333333,1.0,2.218819828,0.0,0.3333333333333333,1.0,0.3020833333333333,0.0,0.3333333333333333
cd,patient,1.0,0.4370500466666666,0.0,0.3489583333333333,1.0,0.1792412366666667,0.0,0.3489583333333333,1.0,6.019605726333334,0.0,0.3489583333333333,1.0,0.2239583333333333,0.0,0.3489583333333333,1.0,2.1664835611979165,0.0,0.3489583333333333,0.0,-0.9082565108935038,0.0,0.3489583333333333,0.0,-0.833251953125,0.0,0.3489583333333333,0.0,-3.608846749333333,0.0,0.3489583333333333,0.0,-0.3628310966666666,0.0,0.3489583333333333,1.0,15.511075996633332,0.0,0.3489583333333333,0.0,-1.015509267648061,0.0,0.3489583333333333,1.0,1.131677637497584,0.0,0.3489583333333333,0.3333333333333333,-0.03125,0.0,0.3489583333333333,0.0,-0.9340661066666668,0.0,0.3489583333333333,1.0,1.4737246682246523,0.0,0.3489583333333333,0.6666666666666666,0.0819365299999999,0.0,0.3489583333333333,1.0,4.172199915666666,0.0,0.3489583333333333,1.0,0.4635416666666667,0.0,0.3489583333333333
cellist,agent,1.0,1.147336615,0.0,0.2890625,1.0,0.2120581199999999,0.0,0.2890625,1.0,6.2252420219,0.0,0.2890625,0.0,-0.5389404296875,0.0,0.2890625,1.0,2.335693359375,0.0,0.2890625,0.0,-0.7231712192296982,0.0,0.2890625,0.0,-1.49993896484375,0.0,0.2890625,0.0,-5.7666616475,0.0,0.2890625,0.0,-0.2866392499999999,0.0,0.2890625,1.0,17.165525608910002,0.0,0.2890625,0.0,-0.3178691864013671,0.0,0.2890625,1.0,1.2432532012462616,0.0,0.2890625,1.0,0.359375,0.0,0.2890625,0.0,-2.257614095,0.0,0.2890625,0.0,-0.9282217025756836,0.0,0.2890625,0.0,-0.1730989699999999,0.0,0.2890625,1.0,3.5175658415,0.0,0.2890625,1.0,0.461181640625,0.0,0.2890625
cello,patient,1.0,0.4090466199999999,0.0,0.234375,0.0,-0.17058937,0.0,0.234375,1.0,5.0456853635000005,0.0,0.234375,0.0,-0.359375,0.0,0.234375,1.0,2.726531982421875,0.0,0.234375,0.0,-1.24658203125,0.0,0.234375,0.0,-1.249755859375,0.0,0.234375,0.0,-5.610956432,0.0,0.234375,0.0,-0.2418776349999999,0.0,0.234375,1.0,16.27575758165,0.0,0.234375,0.0,-0.4923686981201172,0.0,0.234375,1.0,1.0407600700855255,0.0,0.234375,1.0,0.4844970703125,0.0,0.234375,0.0,-2.557359682,0.0,0.234375,0.0,-0.2049508392810821,0.0,0.234375,1.0,0.1709540899999999,0.0,0.234375,1.0,3.604300797,0.0,0.234375,1.0,0.40625,0.0,0.234375
chauffeur,agent,1.0,1.7384531466666668,0.0,0.4427083333333333,1.0,0.6756523933333334,0.0,0.4427083333333333,1.0,6.657611192233333,0.0,0.4427083333333333,1.0,0.4168294270833333,0.0,0.4427083333333333,1.0,2.369140625,0.0,0.4427083333333333,1.0,0.1863250732421875,0.0,0.4427083333333333,0.0,-0.6669108072916666,0.0,0.4427083333333333,0.0,-3.928521628,0.0,0.4427083333333333,0.0,-0.69310699,0.0,0.4427083333333333,1.0,19.73394893375,0.0,0.4427083333333333,0.0,-0.3034044901529947,0.0,0.4427083333333333,1.0,0.7610994974772135,0.0,0.4427083333333333,1.0,0.125,0.0,0.4427083333333333,0.0,-1.7855230853333337,0.0,0.4427083333333333,1.0,0.7849750220775604,0.0,0.4427083333333333,0.0,-0.9590061066666666,0.0,0.4427083333333333,1.0,5.5264824720000005,0.0,0.4427083333333333,1.0,0.4842122395833333,0.0,0.4427083333333333
chef,agent,1.0,2.1301964791000003,0.0,0.4046142578125,1.0,0.453373327,0.0,0.4046142578125,1.0,7.678935247849997,0.0,0.4046142578125,0.0,-0.278125,0.0,0.4046142578125,1.0,2.349957275390625,0.0,0.4046142578125,0.5,0.0230339109897614,0.0,0.4046142578125,0.0,-1.02490234375,0.0,0.4046142578125,0.0,-4.305989009999999,0.0,0.4046142578125,0.0,-0.397892015,0.0,0.4046142578125,1.0,19.209619112349,0.0,0.4046142578125,0.0,-0.6622024416923523,0.0,0.4046142578125,1.0,1.0058815032243729,0.0,0.4046142578125,0.9,0.175,0.0,0.4046142578125,0.2,-1.3649164787,0.0,0.4046142578125,0.9,0.4311590254306793,0.0,0.4046142578125,0.1,-0.5458942389999999,0.0,0.4046142578125,1.0,3.5764635124,0.0,0.4046142578125,1.0,0.4312255859375,0.0,0.4046142578125
choreography,patient,1.0,0.49635874,0.0,0.6875,0.0,-0.1619967599999999,0.0,0.6875,1.0,6.549297759,0.0,0.6875,0.0,-0.25,0.0,0.6875,1.0,1.96826171875,0.0,0.6875,1.0,0.447395384311676,0.0,0.6875,0.0,-1.0,0.0,0.6875,0.0,-3.518320065,0.0,0.6875,0.0,-0.27734933,0.0,0.6875,1.0,15.3083016163,0.0,0.6875,1.0,0.7964324355125427,0.0,0.6875,1.0,1.4340047240257263,0.0,0.6875,1.0,0.53125,0.0,0.6875,1.0,2.9920672670000004,0.0,0.6875,1.0,1.8005867153406143,0.0,0.6875,1.0,0.4050896699999999,0.0,0.6875,1.0,5.765498187,0.0,0.6875,1.0,0.65625,0.0,0.6875
clarinet,patient,1.0,1.25182852,0.0,0.40625,0.0,-0.1268510449999999,0.0,0.40625,1.0,5.586481108999999,0.0,0.40625,0.0,-0.500244140625,0.0,0.40625,1.0,2.56280517578125,0.0,0.40625,0.0,-0.2046284675598145,0.0,0.40625,0.0,-0.999755859375,0.0,0.40625,0.0,-4.973683213499999,0.0,0.40625,0.0,-0.17323692,0.0,0.40625,1.0,17.70586430198,0.0,0.40625,0.0,-0.6298217475414276,0.0,0.40625,1.0,0.5906085968017579,0.0,0.40625,1.0,0.6876220703125,0.0,0.40625,0.0,-3.482065941,0.0,0.40625,0.0,-0.3305311501026152,0.0,0.40625,1.0,0.343284945,0.0,0.40625,1.0,3.1733317095,0.0,0.40625,1.0,0.523681640625,0.0,0.40625
clarinetist,agent,1.0,1.2640097099999998,0.0,0.359375,1.0,0.052250815,0.0,0.359375,1.0,7.720611558149999,0.0,0.359375,0.0,-0.7109375,0.0,0.359375,1.0,2.109527587890625,0.0,0.359375,1.0,0.4015007317066192,0.0,0.359375,0.0,-1.62518310546875,0.0,0.359375,0.0,-5.0482073325000005,0.0,0.359375,0.0,-0.3236169049999999,0.0,0.359375,1.0,16.89652620596,0.0,0.359375,0.0,-0.2219200134277343,0.0,0.359375,1.0,0.8057727813720703,0.0,0.359375,1.0,0.5626220703125,0.0,0.359375,0.0,-3.958201269,0.0,0.359375,0.0,-1.0739121437072754,0.0,0.359375,0.5,0.1510098349999999,0.0,0.359375,1.0,3.2803084365,0.0,0.359375,1.0,0.5078125,0.0,0.359375
clay,patient,1.0,0.4216236099999999,0.0,0.2109375,0.0,-0.6066936366666668,0.0,0.2109375,1.0,4.7069107873333325,0.0,0.2109375,1.0,0.5781656901041666,0.0,0.2109375,1.0,2.380218505859375,0.0,0.2109375,0.0,-1.3238693177700045,0.0,0.2109375,0.0,-0.9583333333333334,0.0,0.2109375,0.0,-3.4700554211666663,0.0,0.2109375,0.0,-0.6561024816666667,0.0,0.2109375,1.0,15.095408569665,0.0,0.2109375,0.0,-0.5392856399218241,0.0,0.2109375,1.0,0.4828918625911076,0.0,0.2109375,1.0,0.6195475260416666,0.0,0.2109375,0.0,-1.7687563576666665,0.0,0.2109375,1.0,0.6730623443921407,0.0,0.2109375,0.0,-0.7005626450000001,0.0,0.2109375,1.0,1.87298715,0.0,0.2109375,1.0,0.3907063802083333,0.0,0.2109375
cleaner,agent,1.0,1.2330000580000002,0.0,0.518994140625,0.2,-0.1072223779999999,0.0,0.518994140625,1.0,7.85771489206,0.0,0.518994140625,1.0,0.56875,0.0,0.518994140625,1.0,2.36552734375,0.0,0.518994140625,0.4,-0.092755126953125,0.0,0.518994140625,0.0,-0.5498046875,0.0,0.518994140625,0.0,-2.095116774,0.0,0.518994140625,0.0,-0.568958568,0.0,0.518994140625,1.0,19.09547043042,0.0,0.518994140625,0.0,-0.3617271304130554,0.0,0.518994140625,1.0,1.7236055344343186,0.0,0.518994140625,1.0,0.4,0.0,0.518994140625,1.0,3.0741701702,0.0,0.518994140625,1.0,0.8260791659355163,0.0,0.518994140625,0.6,-0.080848176,0.0,0.518994140625,1.0,5.0426176312,0.0,0.518994140625,1.0,0.5875,0.0,0.518994140625
clerk,agent,1.0,0.68260163,0.0,0.4454345703125,1.0,0.2125835849999999,0.0,0.4454345703125,1.0,5.122356293000001,0.0,0.4454345703125,0.0,-0.375,0.0,0.4454345703125,1.0,2.070526123046875,0.0,0.4454345703125,0.0,-1.4690208286046982,0.0,0.4454345703125,0.0,-1.25,0.0,0.4454345703125,0.0,-2.856851985,0.0,0.4454345703125,0.0,-0.427675275,0.0,0.4454345703125,1.0,18.46635214248,0.0,0.4454345703125,0.0,-0.1169624328613281,0.0,0.4454345703125,1.0,1.0803799927234647,0.0,0.4454345703125,1.0,0.15625,0.0,0.4454345703125,0.5,-0.80836005,0.0,0.4454345703125,0.5,0.1080660820007324,0.0,0.4454345703125,0.0,-0.7879490600000001,0.0,0.4454345703125,1.0,3.09045217,0.0,0.4454345703125,1.0,0.6875,0.0,0.4454345703125
cloth,patient,0.125,-0.26793829625,0.125,0.21875,0.0,-0.757702195,0.125,0.21875,1.0,4.680446219925,0.125,0.21875,0.625,0.072265625,0.125,0.21875,1.0,2.1170425415039062,0.125,0.21875,0.0,-2.048138827085495,0.125,0.21875,0.0,-0.68768310546875,0.125,0.21875,0.0,-3.3559241432499998,0.125,0.21875,0.125,-0.22497561875,0.125,0.21875,1.0,10.133536754965,0.125,0.21875,0.25,-0.2845940738916397,0.125,0.21875,1.0,0.8876863773912191,0.125,0.21875,1.0,0.45703125,0.125,0.21875,0.25,-0.4815225625,0.125,0.21875,0.5,0.1883051358163356,0.125,0.21875,0.625,-0.151476325625,0.125,0.21875,1.0,3.065402012125,0.125,0.21875,0.875,0.396392822265625,0.125,0.21875
coat,patient,0.5,-0.03215257,0.0,0.4373779296875,0.0,-0.41358087,0.0,0.4373779296875,1.0,4.208410934,0.0,0.4373779296875,1.0,0.296875,0.0,0.4373779296875,1.0,2.8748321533203125,0.0,0.4373779296875,1.0,0.334228515625,0.0,0.4373779296875,0.0,-0.625,0.0,0.4373779296875,0.0,-3.23604283,0.0,0.4373779296875,0.0,-0.38366888,0.0,0.4373779296875,1.0,14.318317451,0.0,0.4373779296875,0.0,-0.6160526871681213,0.0,0.4373779296875,1.0,0.4055051803588868,0.0,0.4373779296875,1.0,0.5001220703125,0.0,0.4373779296875,0.5,-0.1764993149999999,0.0,0.4373779296875,0.5,-0.20517298579216,0.0,0.4373779296875,0.0,-0.60887271,0.0,0.4373779296875,1.0,3.295441886,0.0,0.4373779296875,1.0,0.6796875,0.0,0.4373779296875
