noun,semantic role,gpt3-davinci_acc,gpt3-davinci_avg_LL_delta,gpt3-babbage_acc,gpt3-babbage_avg_LL_delta,text-davinci-001_acc,text-davinci-001_avg_LL_delta,bloom-1b1_acc,bloom-1b1_avg_LL_delta,bloom-3b_acc,bloom-3b_avg_LL_delta,gpt2-x_acc,gpt2-x_avg_LL_delta,bloom-560m_acc,bloom-560m_avg_LL_delta,gpt3-ada_acc,gpt3-ada_avg_LL_delta,gpt3-curie_acc,gpt3-curie_avg_LL_delta,text-davinci-003_acc,text-davinci-003_avg_LL_delta,gpt2-medium_acc,gpt2-medium_avg_LL_delta,gpt2-xl_acc,gpt2-xl_avg_LL_delta,bloom-1b7_acc,bloom-1b7_avg_LL_delta,text-ada-001_acc,text-ada-001_avg_LL_delta,gpt2-large_acc,gpt2-large_avg_LL_delta,text-curie-001_acc,text-curie-001_avg_LL_delta,text-babbage-001_acc,text-babbage-001_avg_LL_delta,bloom-7b1_acc,bloom-7b1_avg_LL_delta
code,patient,1.0,-0.7345823300000001,1.0,-1.832445955,0.0,7.29309489585,0.0,0.3984375,1.0,-2.609405517578125,0.0,0.2607841193675994,1.0,-0.7496337890625,1.0,-3.93994531,1.0,-0.64401818,0.5,1.9533328401,1.0,-1.4375000149011612,1.0,-1.868680998682976,0.5,-0.078125,1.0,-4.52616013,0.0,1.1276297718286512,1.0,-2.549896905,1.0,-1.76593999,0.0,0.375244140625
comedian,agent,1.0,0.1145668,0.0,-1.87056521,1.0,7.855461638,0.0,-0.125,0.0,-1.031494140625,1.0,1.9275359511375427,0.0,-0.750244140625,0.0,-1.5027864999999998,0.0,-0.96084402,1.0,15.22330582667,0.0,-1.4795989990234375,0.0,-1.5546588599681854,1.0,0.40625,0.0,-1.5636592,1.0,1.1774997115135193,0.0,-2.63995328,0.0,-2.03878096,1.0,0.125
concerto,patient,1.0,-0.8107496499999999,1.0,-2.387601725,0.0,2.00977788,1.0,-0.4375,1.0,-1.8125,0.0,1.464828446507454,1.0,-0.99951171875,1.0,-4.467280784,1.0,-0.6663455200000001,0.0,3.904241386,1.0,-2.4035796374082565,1.0,-2.156139276921749,1.0,-0.25,1.0,-2.975337537,1.0,-0.3026018142700195,1.0,-2.8856006,1.0,-1.10142992,0.0,0.453125
confectioner,agent,0.0,-0.5922200866666666,0.0,-2.364543193333333,1.0,1.7073766433333333,0.0,-0.505126953125,0.0,-0.885498046875,1.0,0.9699554642041524,0.0,-1.1668294270833333,0.0,-4.813630757666667,0.0,-1.0179500666666663,1.0,13.448562386766667,0.0,-0.8466364940007528,0.0,-1.9260518103837967,1.0,0.1666666666666666,0.0,-2.730075073666667,1.0,0.5768826603889465,0.0,-3.4335531390000003,0.0,-3.972486974666667,1.0,0.5210774739583334
container,patient,1.0,-1.894291275,1.0,-2.615311497,0.0,2.380493792,1.0,-0.125,1.0,-1.6871337890625,0.0,0.470384567975998,1.0,-1.2503662109375,1.0,-5.410538163,1.0,-1.105453465,1.0,-10.24248735883,1.0,-0.895511656999588,1.0,-2.225153923034668,1.0,-0.921875,1.0,-5.213862681,1.0,-1.2736807018518448,1.0,-2.270063882,1.0,-1.102769915,0.0,0.429931640625
convertible,patient,1.0,-1.5265604366666663,1.0,-1.9882147733333333,0.0,3.967418339333333,0.0,0.1875,1.0,-1.6044514973958333,0.6666666666666666,-0.0953292846679687,1.0,-0.5833333333333334,1.0,-3.8950475786666665,1.0,-0.9135888966666666,0.0,4.872884679666666,1.0,-2.3528518552581468,1.0,-2.4002050211032238,0.0,0.3333333333333333,1.0,-2.47154225,1.0,-0.8808495004971822,1.0,-2.571139357333333,1.0,-0.8759892800000001,0.0,0.5728352864583334
cook,agent,0.3333333333333333,-0.1445861233333333,0.0,-2.248765526666667,1.0,3.0915787179166667,0.0,-0.2968343098958333,0.0,-1.74493408203125,1.0,0.8045679728190104,0.0,-1.6251220703125,0.0,-5.608409522,0.0,-0.948222485,1.0,15.717334375866669,0.0,-1.298123685022195,0.0,-2.597092345356941,0.6666666666666666,0.046875,0.0,-6.543022333833332,1.0,1.1691493739684422,0.0,-3.041018981166667,0.0,-3.923038861166667,0.6666666666666666,0.265625
cotton,patient,1.0,-1.975846765,1.0,-2.8553267275,0.25,0.9250456025,1.0,-0.37890625,1.0,-1.9997406005859373,0.0,0.954435333609581,1.0,-1.68743896484375,1.0,-5.72793021,1.0,-1.0458388724999998,1.0,-17.374560145825,1.0,-3.736186975613237,1.0,-2.48039722815156,1.0,-0.67218017578125,1.0,-8.44506689035,1.0,-1.1871488206088543,1.0,-4.5957133835,1.0,-3.747929091875,0.25,0.28125
countertop,patient,1.0,-1.977547346666667,1.0,-2.4180125253333333,0.0,3.579691141,0.0,0.2552083333333333,1.0,-1.6044108072916667,0.0,0.8711471358935038,1.0,-1.1666666666666667,1.0,-3.841419374,1.0,-1.1583792133333333,1.0,-17.651133324793335,1.0,-1.765431726972262,1.0,-2.419501942892869,1.0,-0.3333333333333333,1.0,-3.5757564800000003,0.0,0.7260500987370809,1.0,-2.5749293166666667,1.0,-1.964127076666667,0.0,0.2708333333333333
crate,patient,1.0,-2.437301875,1.0,-2.79869733,0.0,1.18722299,1.0,-0.3515625,1.0,-2.08648681640625,0.0,0.7432822585105895,1.0,-1.62506103515625,1.0,-5.686525754,1.0,-1.54279315,1.0,-14.35070226647,1.0,-1.6777877733111382,1.0,-2.2485371083021164,1.0,-0.890625,1.0,-3.5025008475,1.0,-1.071519389748573,1.0,-2.8787098725,1.0,-2.617548873,0.0,0.3359375
cushion,patient,1.0,-2.3573511712500004,1.0,-3.0430940752500004,0.5,-0.422419565,0.0,0.015625,1.0,-1.398529052734375,0.0,0.7599392160773277,1.0,-1.312835693359375,1.0,-5.34181803225,1.0,-1.53754517,1.0,-15.2423734538,1.0,-2.6706847809255123,1.0,-2.821627859957516,1.0,-0.72650146484375,1.0,-7.970237723675,1.0,-1.341380808502436,1.0,-4.689604309875,1.0,-3.316753266,0.25,0.04296875
cut,patient,1.0,-0.6933799024999999,1.0,-2.3998674915,0.25,2.21343337175,1.0,-0.33984375,1.0,-2.426025390625,1.0,-0.5682430565357208,1.0,-1.187896728515625,1.0,-4.531939132000001,1.0,-1.59628919,1.0,-10.7510426266,1.0,-0.6611595004796982,1.0,-2.6984496638178825,0.25,0.03125,1.0,-4.67893373925,1.0,-0.8166234791278839,1.0,-3.3599212915,1.0,-1.9827803575,0.25,0.15234375
dancer,agent,0.0,-0.37552945,0.0,-2.40982047,1.0,5.305709629,0.0,-0.265625,0.0,-1.515869140625,1.0,1.2930603027343754,0.0,-1.5,0.0,-4.03099061,0.0,-0.8088342000000001,1.0,15.9872614116,0.0,-1.1242523193359375,0.0,-1.5874156653881073,1.0,0.375,0.0,-1.26377486,1.0,0.6986512839794159,0.0,-2.817260644,0.0,-2.989371453,1.0,0.109375
dealer,agent,0.0,-0.3117413,0.0,-1.6149775166666664,1.0,9.7803354533,1.0,0.7080891927083334,0.0,-1.510498046875,1.0,0.9120712081591288,0.6666666666666666,-0.166748046875,0.0,-1.3906611,0.0,-1.11365249,1.0,15.724832202260002,0.0,-0.7674560447533926,0.0,-1.8671223123868304,1.0,0.4999186197916667,1.0,2.9677708666666667,1.0,1.7129891564448674,0.0,-2.6670539866666663,0.0,-1.4647978899999998,1.0,0.56787109375
dish,patient,1.0,-2.127296565,1.0,-2.85251239,1.0,-0.7194016699999999,1.0,-0.1640625,1.0,-2.468231201171875,0.0,0.6971397399902344,1.0,-1.50018310546875,1.0,-4.914037938,1.0,-1.399854635,1.0,-15.805270183935,1.0,-1.9610900580883024,1.0,-2.4526047073304653,1.0,-0.8592529296875,1.0,-3.105346666,1.0,-0.4649553000926971,1.0,-4.7868754055,1.0,-1.406326325,0.0,0.15625
doctor,agent,0.5,-0.102145085,0.0,-1.49136546,1.0,10.99032583355,0.5,-0.0390625,0.0,-1.99176025390625,0.0,-0.2546691596508026,0.0,-1.375,0.0,-3.647760235,0.0,-0.8211167300000001,1.0,16.34834574735,0.0,-0.4922713935375213,0.0,-1.4542450979351995,1.0,0.28125,0.0,-5.390918299999999,1.0,1.5376176834106443,0.0,-2.253182755,0.0,-3.0565360980000005,1.0,0.4608154296875
dough,patient,1.0,-2.6225965046666664,1.0,-2.654978718,1.0,-0.7981204399999999,0.3333333333333333,0.03125,1.0,-1.5988362630208333,0.6666666666666666,0.0488459269205729,1.0,-1.1669108072916667,1.0,-5.4029741646666665,1.0,-1.582887513333333,1.0,-17.087220989346665,1.0,-3.1423084884881973,1.0,-2.6236540550986924,1.0,-0.520751953125,1.0,-8.3800337243,0.3333333333333333,0.0365765889485677,1.0,-5.508618604333333,1.0,-2.886880139666667,0.3333333333333333,0.1614583333333333
dressmaker,agent,0.75,-0.0603866574999999,0.0,-2.36780727375,1.0,6.502487421025001,0.0,-0.30859375,0.0,-1.421600341796875,1.0,1.512374885380268,0.0,-1.000244140625,0.0,-5.2079427030000005,0.0,-0.9942855275,1.0,12.985644184425,0.0,-1.0072707906365397,0.0,-1.8660127930343149,1.0,0.2734375,0.0,-3.135760135,1.0,0.3726108148694039,0.0,-4.1590008030000005,0.0,-4.1711624976,0.75,0.3826904296875
driver,agent,0.2857142857142857,-0.3099717942857142,0.0,-1.5233742657142857,1.0,7.669766150514287,1.0,0.34375,0.0,-1.6784842354910714,0.0,-0.3903612494468689,0.1428571428571428,-0.46435546875,0.0,-3.087722864285714,0.0,-0.9265994914285716,1.0,15.55730008392857,0.0,-0.9961896751608168,0.0,-1.8185126100267683,1.0,0.1696428571428571,0.8571428571428571,1.816812280857143,1.0,1.1538820202861513,0.0,-2.7973506562857144,0.0,-1.4520682152857145,1.0,0.4219796316964285
drug,patient,1.0,-1.653141736666667,1.0,-2.142370419333333,0.0,6.714193906733335,0.0,0.4166666666666667,1.0,-1.9380696614583333,0.0,0.6405449310938517,1.0,-1.1665852864583333,1.0,-3.465655302,1.0,-0.9460194766666667,1.0,-15.54526927987,1.0,-1.0534845689932506,1.0,-1.961349497238795,1.0,-0.4165852864583333,0.0,1.10117856,0.0,1.0024763941764834,1.0,-2.6695719133333333,1.0,-0.8058646399999999,0.0,0.34912109375
drummer,agent,0.0,-0.7163522950000001,0.0,-1.768295095,1.0,5.5488198028,0.0,-0.6798095703125,0.0,-1.6168212890625,1.0,0.0897941589355467,0.0,-1.3748779296875,0.0,-5.59163622,0.0,-0.68592737,1.0,15.16069417265,0.0,-2.131553649902344,0.0,-2.2321648858487606,1.0,0.140625,0.5,0.1534142349999999,1.0,0.2324399948120116,0.0,-2.703920377,0.0,-2.03187518,1.0,0.476806640625
duffle,patient,1.0,-2.620517873,1.0,-3.029282416,0.5,0.4745108,0.0,0.03125,1.0,-2.01580810546875,0.0,0.5767822265625,1.0,-1.25048828125,1.0,-5.6678001965,1.0,-1.3567046349999998,1.0,-13.816320597635,1.0,-2.5853651985526085,1.0,-2.7888631746172905,1.0,-0.6561279296875,1.0,-3.227062941,1.0,-1.375520721077919,1.0,-2.93054755,1.0,-2.265334085,0.0,0.3046875
essay,patient,1.0,-2.0266967725,1.0,-1.904424095,0.5,-0.7918785782500002,0.0,0.19140625,1.0,-1.9531097412109373,0.25,0.1398143768310547,1.0,-0.8751220703125,1.0,-3.61458966,1.0,-0.6597366250000001,1.0,-13.42244014395,1.0,-0.7481556162238121,1.0,-1.7636198811233044,0.5,-0.0078125,1.0,-4.29187673525,1.0,-0.4338116720318793,1.0,-3.40003071275,0.75,-0.3858027975,0.0,0.6212158203125
essayist,agent,0.5,0.273709135,0.0,-1.731581575,1.0,9.44188517835,1.0,0.5703125,0.0,-1.140625,1.0,0.9225349426269532,0.0,-0.87451171875,0.0,-2.248655375,0.0,-0.6438398799999999,1.0,14.0176783274,0.0,-0.2410659790039063,0.0,-1.7018513604998589,1.0,0.702880859375,0.5,-0.606461455,1.0,0.4444079399108887,0.0,-4.005748197,0.0,-2.362605535,1.0,0.875244140625
fabric,patient,1.0,-2.20004337555,1.0,-2.6357895460000007,0.2,1.2213798142199996,0.9,-0.1375,1.0,-2.143829345703125,0.0,1.171579936146736,1.0,-1.27493896484375,1.0,-4.222531228399999,1.0,-0.8347004895,1.0,-16.8618129817405,1.0,-2.3087868064641954,1.0,-2.3257870227098465,1.0,-0.8796630859375,1.0,-5.643592234399999,1.0,-1.5559267215430737,1.0,-3.57085564265,1.0,-2.0352243343,0.15,0.3304443359375
fillet,patient,1.0,-2.6127952433333337,1.0,-2.2094044666666663,1.0,-2.169358204666666,1.0,-0.4947916666666667,1.0,-1.7294108072916667,0.0,0.6776580909887949,1.0,-1.4998372395833333,1.0,-7.235592171166666,1.0,-1.06506037,1.0,-17.839685454033333,1.0,-2.5061950708429017,1.0,-2.5123053019245467,1.0,-0.635498046875,1.0,-5.811526637700001,0.3333333333333333,0.1324383417765299,1.0,-4.3755177283333335,1.0,-3.008807473333333,0.3333333333333333,-0.0052083333333333
fish,patient,1.0,-2.475282523666667,1.0,-2.4786461566666667,1.0,-2.1699606266666667,1.0,-0.234375,1.0,-1.9794514973958333,0.0,0.3464736938476562,1.0,-1.9998372395833333,1.0,-5.954110771166666,1.0,-1.3113242166666668,1.0,-17.67013646417,1.0,-2.774744701882204,1.0,-2.260377250611782,1.0,-0.76025390625,1.0,-6.020640814166666,1.0,-0.1553589502970377,1.0,-4.724111208666667,1.0,-3.6741912756666673,0.3333333333333333,0.03125
floor,patient,1.0,-2.0100667266666665,1.0,-2.2697677646666663,0.0,4.137430892333334,0.3333333333333333,0.046875,1.0,-2.1517130533854165,0.0,0.7246602574984232,1.0,-1.2499186197916667,1.0,-3.109909521666667,1.0,-1.16781998,1.0,-17.400541018186665,1.0,-1.2507985730965931,1.0,-1.9981100459893544,1.0,-0.9059244791666666,0.6666666666666666,-1.0566599733333333,0.0,0.9452508290608724,1.0,-3.1111097336666664,1.0,-1.77774244,0.0,0.1770833333333333
flute,patient,1.0,-1.157156205,1.0,-2.81009852,0.0,4.14510879,1.0,-0.4765625,1.0,-1.85211181640625,0.0,0.5680503845214844,1.0,-1.5003662109375,1.0,-6.8648583975,1.0,-0.8254765550000001,0.0,1.7814527999999998,1.0,-3.615806594491005,1.0,-2.301393464207649,1.0,-0.4844970703125,1.0,-9.22163419305,1.0,-0.9154892116785048,1.0,-2.6311281600000003,1.0,-3.0329398945,0.0,0.25
flutist,agent,0.0,-0.48615543,0.0,-2.340399613,1.0,6.6853644072,0.0,-0.34375,0.0,-1.75726318359375,1.0,0.3595123291015624,0.0,-1.374755859375,0.0,-6.2237864185,0.0,-0.66602995,1.0,15.89686323037,0.0,-1.4684143662452698,0.0,-1.841614231467247,1.0,0.015625,0.0,-5.486159,1.0,0.3691573143005371,0.0,-2.920488952,0.0,-4.817484126,1.0,0.3359375
food,patient,1.0,-2.4146754030000004,1.0,-2.324458035,0.0,0.55197518,0.0,0.140625,1.0,-2.0078125,0.0,0.1059436798095702,1.0,-1.8753662109375,1.0,-4.665638885,1.0,-1.0117579,1.0,-17.666898080819998,1.0,-2.5161896347999573,1.0,-2.176090255379677,1.0,-0.875,1.0,-3.5052439000000004,1.0,-0.2354874610900878,1.0,-3.3590474,1.0,-2.193836043,0.5,0.0078125
gem,patient,1.0,-1.265155465,1.0,-2.3734182995,0.0,3.4456679115,1.0,-0.46868896484375,1.0,-1.843658447265625,0.0,0.6245594099164009,1.0,-1.18756103515625,1.0,-5.54246507225,1.0,-0.6656756875,1.0,-14.44094014469,1.0,-3.0939941368997097,1.0,-2.2925050426274542,1.0,-0.80487060546875,1.0,-8.9256632963725,0.0,0.1717627048492431,1.0,-2.787150964,1.0,-2.6145931090000003,0.0,0.81640625
glass,patient,1.0,-1.8269114850000003,1.0,-2.7089264025,0.25,0.6754900325,0.0,0.18359375,1.0,-2.21881103515625,0.0,1.577196091413498,1.0,-1.375091552734375,1.0,-4.917664224999999,1.0,-0.7579636574999999,1.0,-15.317839440539998,1.0,-2.250764861702919,1.0,-2.4630036614835262,1.0,-1.015869140625,1.0,-3.8948206965,1.0,-0.7503592818975449,1.0,-3.060700223,1.0,-3.1635337675,0.25,0.2930908203125
hairdresser,agent,0.4285714285714285,-0.1427900185714286,0.0,-1.73582124,1.0,11.042183395271428,0.0,-0.3348214285714285,0.0,-1.0066964285714286,1.0,0.9163894823619296,0.0,-0.9285714285714286,0.0,-1.7063976114285713,0.0,-0.7545908614285715,1.0,15.039532987728569,0.0,-0.6636853728975568,0.0,-1.816009025488581,1.0,0.4195382254464285,1.0,4.354842062285714,0.8571428571428571,0.3073359898158482,0.0,-2.093544174285715,0.0,-3.4755069135714285,0.8571428571428571,0.1651785714285714
handle,patient,1.0,-0.592956985,1.0,-2.32529022,0.0,6.51886007185,0.0,0.2890625,1.0,-1.894500732421875,0.0,0.3058032989501953,1.0,-1.0628662109375,1.0,-5.5413160025,1.0,-0.8216414575000001,1.0,-11.26465210701,1.0,-0.9499359056353568,1.0,-2.1673774924129248,1.0,-0.28125,0.5,-0.39493633375,1.0,-0.6654770374298096,1.0,-1.8715545,1.0,-0.6586761575,0.25,0.2734375
hat,patient,1.0,-2.297275096666666,1.0,-2.2640927266666666,0.0,4.336884994333333,0.0,0.2760416666666667,1.0,-2.119954427083333,0.0,1.5530039469401042,1.0,-0.8333333333333334,1.0,-5.461725345666667,1.0,-0.65036387,1.0,-16.4983455526,1.0,-1.0731862584749858,1.0,-2.150936158994833,1.0,-0.4271647135416667,1.0,-3.599280775333334,0.0,0.1843439737955729,1.0,-1.8575661133333332,1.0,-2.436430322,0.0,0.5104166666666666
herb,patient,1.0,-2.418659513333333,1.0,-2.4029166170000003,1.0,-0.7149008133333333,0.3333333333333333,0.0104166666666666,1.0,-1.760498046875,0.0,0.3981246749560038,1.0,-1.3332112630208333,1.0,-5.857287745,1.0,-0.7976182233333332,1.0,-16.799961772,1.0,-1.8084055185317995,1.0,-2.7287893344958625,1.0,-0.6669921875,1.0,-7.0012134854,0.6666666666666666,-0.0114227930704752,1.0,-4.639346443,1.0,-2.802594073333333,0.3333333333333333,0.234375
hiker,agent,0.0,-1.765251035,0.0,-2.201804233,1.0,2.25628943,0.0,-0.09375,0.0,-1.7730712890625,1.0,0.5917740166187285,0.0,-1.999755859375,0.0,-4.7365055730000005,0.0,-0.95420448,1.0,13.44849010915,0.0,-0.9587936103343964,0.0,-1.8101592212915425,1.0,0.21875,0.0,-1.510795635,0.5,0.1188435554504395,0.0,-2.9533517975,0.0,-3.551866809,1.0,0.15625
housekeeper,agent,0.3333333333333333,-0.0294279133333332,0.0,-1.76467885,1.0,9.149064973433331,0.0,-0.203125,0.0,-1.0934244791666667,1.0,1.0768508613109589,0.0,-1.0,0.0,-3.0116730100000004,0.0,-1.0504156533333333,1.0,15.6224046933,0.0,-0.9623565475145978,0.0,-2.1871109530329704,1.0,0.3125,0.0,-4.238523513333334,1.0,0.5779638191064199,0.0,-3.3356767716666664,0.0,-2.962120770333333,1.0,0.3177083333333333
ice,patient,1.0,-1.5398507028571429,1.0,-2.261185178714286,0.0,3.9308131365,1.0,-0.1517857142857142,1.0,-1.9394356863839288,0.0,0.3479341779436384,1.0,-1.4287806919642858,1.0,-5.150376684428571,1.0,-0.8245569328571429,1.0,-14.956108243904293,1.0,-3.211408334118979,1.0,-2.1758216598204205,1.0,-0.9734933035714286,1.0,-7.8897608633,1.0,-0.435089247567313,1.0,-2.9759987810000004,1.0,-2.5541501950000005,0.0,0.2946428571428571
illustrator,agent,0.75,0.328739995,0.0,-1.70167434,1.0,6.69489587805,1.0,0.12109375,0.0,-1.671783447265625,1.0,1.1751041412353518,0.0,-0.87493896484375,0.0,-3.845393125,0.0,-0.5704255025,1.0,14.7984639329,0.0,-0.7827930301427841,0.0,-1.862797949463129,1.0,0.125,0.0,-1.6679519775,1.0,0.8746056482195854,0.0,-2.929636313,0.0,-3.23817336675,0.75,0.359375
ingredient,patient,1.0,-1.8382268833333333,1.0,-2.027678006666666,1.0,-0.4739387333333333,0.0,0.4271647135416667,1.0,-1.34912109375,0.0,1.192368855079015,1.0,-0.6665852864583334,1.0,-2.94448366,1.0,-1.0133812466666667,1.0,-13.976003432513332,1.0,-1.1743418176968892,1.0,-2.1261319741606712,1.0,-0.354248046875,0.6666666666666666,-0.7702414966666667,0.0,1.4932461033264797,1.0,-3.0149977693333336,1.0,-1.7423460653333331,0.0,0.3644205729166667
instrument,patient,1.0,-1.04766256,1.0,-2.17475509,0.0,5.1429767953,0.0,0.0234375,1.0,-2.09429931640625,0.0,0.2624092400074005,1.0,-1.4998779296875,1.0,-6.80197442,1.0,-0.59940527,0.0,3.3820786395000004,1.0,-1.3438377380371094,1.0,-2.350719463080168,1.0,-0.4996337890625,1.0,-8.88460548035,0.5,0.0620961189270019,1.0,-2.4574986075,1.0,-1.2563481,0.0,0.328125
item,patient,1.0,-2.251492816666667,1.0,-2.110802263333333,0.0,3.7992332963333335,0.0,0.65087890625,1.0,-2.0733642578125,0.0,1.6877962748209632,1.0,-0.91650390625,1.0,-3.740693663333333,1.0,-0.7479630033333334,1.0,-16.815995718183334,1.0,-0.0263900756835937,1.0,-1.89439357817173,1.0,-0.6873372395833334,0.0,3.593141265,0.0,0.870069831609726,1.0,-2.0099689250000004,0.3333333333333333,0.09925809,0.0,0.25
jacket,patient,1.0,-2.49295438,1.0,-2.549560438,0.0,1.28894962,0.5,-0.0078125,1.0,-2.03076171875,0.0,1.0462303161621094,1.0,-0.9998779296875,1.0,-4.8992340940000005,1.0,-1.08940402,1.0,-15.974981938149998,1.0,-2.0037841498851776,1.0,-2.231572575867176,1.0,-0.734375,1.0,-3.8588321135,1.0,-0.8482980579137801,1.0,-3.0143461745,1.0,-2.391065405,0.0,0.61767578125
janitor,agent,0.3333333333333333,-0.55643661,0.0,-1.6536927300000002,1.0,8.810462866633332,1.0,0.2395833333333333,0.0,-0.7709147135416666,1.0,0.904665639003118,0.0,-1.16650390625,0.0,-1.225359,0.0,-1.05944118,1.0,14.450534762033334,0.0,-1.07987975080808,0.0,-1.7408421834309893,1.0,0.28125,1.0,2.90309138,1.0,1.0093049705028534,0.0,-2.8750180593333337,0.0,-2.9813984983333337,1.0,0.3229166666666667
jet,patient,1.0,-1.55010418,1.0,-2.5086999666666667,0.0,6.444806097333334,0.0,0.395751953125,1.0,-2.0526123046875,0.0,0.6351114809513092,1.0,-1.2500813802083333,1.0,-4.676686611333333,1.0,-0.7985470166666667,0.0,10.82354793968,1.0,-1.8053894241650903,1.0,-1.7506755342086155,1.0,-0.21875,1.0,-5.127045451733333,1.0,-0.6891377965609232,1.0,-2.07935809,1.0,-1.5811931966666666,0.0,0.46875
jeweler,agent,0.75,0.3835549325,0.0,-1.829651865,1.0,10.79483170295,0.0,-0.6173095703125,0.0,-1.41815185546875,1.0,0.6804657205939293,0.0,-0.81243896484375,0.0,-2.8431152275,0.0,-0.5626930825,1.0,14.298334538975,0.0,-1.008312188088894,0.0,-1.652488477528095,1.0,0.1953125,0.0,-0.3747141675,1.0,1.1456596702337265,0.0,-2.340257215,0.0,-3.1390926225,1.0,0.80450439453125
jewelry,patient,1.0,-1.5158993533333334,1.0,-2.2929203866666668,0.0,2.5718279526666668,0.6666666666666666,-0.1041666666666666,1.0,-1.4896647135416667,0.0,1.093638112147649,1.0,-1.3334554036458333,1.0,-4.607691544333334,1.0,-0.8766911199999999,1.0,-17.531042651779998,1.0,-2.6760457356770835,1.0,-2.27112640440464,1.0,-0.4270833333333333,1.0,-3.897439500666666,0.0,0.5951251784960429,1.0,-3.425080518,1.0,-1.0456600333333337,0.0,0.5521647135416666
journalist,agent,0.5,0.0223412699999999,0.0,-1.871752645,1.0,11.2719368656,1.0,0.7734375,0.0,-0.8985595703125,1.0,1.6814688593149183,0.0,-0.8751220703125,0.0,-1.681792125,0.0,-0.88732049,1.0,15.26154761673,0.0,-1.01531982421875,0.0,-1.608964428305626,1.0,0.71875,0.0,-4.84400477,1.0,0.9178795963525772,0.0,-2.4847239025,0.0,-3.111368889,1.0,0.9375
kite,patient,1.0,-1.60210702,1.0,-2.6859499286666666,0.0,2.1050211933333336,0.0,0.598876953125,1.0,-1.8433430989583333,0.0,1.3079630335172017,1.0,-1.2500813802083333,1.0,-5.270140339,1.0,-1.08242277,0.0,3.721796965333333,1.0,-2.164927139878273,1.0,-2.0327676236629486,1.0,-0.2604166666666667,1.0,-3.4179685170000003,1.0,-0.4559135337670645,1.0,-3.227201603,1.0,-4.106654571833333,0.0,0.421875
knob,patient,1.0,-1.859011475,1.0,-2.82617795875,0.0,4.555678112500001,0.0,0.2265625,1.0,-1.83172607421875,1.0,-0.2449855804443358,1.0,-0.93768310546875,1.0,-5.23047854025,1.0,-0.7699293899999999,1.0,-6.435503022875,1.0,-1.9719276353716857,1.0,-2.708845810964704,1.0,-0.3125,0.75,-0.8437847400000003,1.0,-0.5231103897094727,1.0,-2.1456158875,1.0,-2.025930845,0.0,0.331787109375
lady,agent,0.0,-1.306322206,0.0,-2.3800452508,0.8,3.2450866698,0.0,-0.234375,0.0,-1.4158203125,0.4,-0.0268188476562499,0.0,-1.6001220703125,0.0,-6.7286726898,0.0,-1.046041094,1.0,13.1131537811,0.0,-0.9870880365371704,0.0,-2.4976146534085277,0.4,-0.03125,0.0,-9.5587375223,0.8,0.5428623199462891,0.0,-3.3678789876,0.0,-4.730302518,0.8,0.175
lake,patient,1.0,-2.884586905,1.0,-2.627389793,1.0,-1.01566495,0.5,0.0078125,1.0,-2.109588623046875,1.0,-0.437706023454666,1.0,-1.124755859375,1.0,-6.2740003695,1.0,-0.934249055,1.0,-16.5413880591,1.0,-2.004981942474842,1.0,-3.0332980044186115,1.0,-0.781494140625,1.0,-7.158625442450001,1.0,-0.6433210372924805,1.0,-3.510445869,1.0,-3.235607525,0.0,0.1328125
landscape,patient,1.0,-2.25055709,1.0,-2.117025235,0.5,-0.6006699600000001,0.0,0.5465087890625,1.0,-2.18731689453125,1.0,-0.3298969268798828,1.0,-1.1253662109375,1.0,-3.638179045,1.0,-0.84750276,1.0,-17.450999966650002,1.0,-1.29082490503788,1.0,-2.8833155632019043,1.0,-0.53125,1.0,-6.00500860505,0.0,0.3610005378723143,1.0,-2.6162014225,1.0,-3.1349634755,0.0,0.125
letter,patient,1.0,-2.347594145,1.0,-1.73165807,0.5,0.043762155,0.0,0.6092529296875,1.0,-2.08575439453125,1.0,-0.6245193183422089,1.0,-1.1248779296875,1.0,-3.84424994,1.0,-0.7497291850000001,1.0,-16.71505635447,1.0,-0.6601028442382812,1.0,-1.9580770432949068,1.0,-0.359375,1.0,-8.050663642,0.0,0.1043772697448729,1.0,-2.41217071,1.0,-0.7565057850000001,0.0,0.296875
line,patient,1.0,-2.02505189,1.0,-2.193821825,1.0,-0.426669525,0.0,0.5626220703125,1.0,-2.83526611328125,0.5,-0.0772018432617187,1.0,-0.5,1.0,-3.873548723,1.0,-0.7670879399999999,1.0,-17.543958030485,1.0,-0.6731453239917756,1.0,-2.000638470053673,1.0,-0.15625,1.0,-6.579077588800001,0.0,0.7042808681726456,1.0,-1.4390747899999998,1.0,-0.679219225,0.0,0.328125
lotion,patient,1.0,-2.251100268333333,1.0,-2.489983168666667,0.0,3.772091344333333,0.0,0.6197916666666666,1.0,-1.1927897135416667,0.0,2.5853118523955345,1.0,-0.4998372395833333,1.0,-4.38963444,1.0,-0.6707198133333333,1.0,-16.11274844619,1.0,-0.91932679216067,1.0,-1.9842882603406908,1.0,-0.2604166666666667,1.0,-3.7544512756666655,0.0,0.7133045196533204,1.0,-2.8457351610000003,1.0,-2.482693594666667,0.0,0.479248046875
