noun,semantic role,gpt3-davinci_acc,gpt3-davinci_avg_LL_delta,gpt3-babbage_acc,gpt3-babbage_avg_LL_delta,text-davinci-001_acc,text-davinci-001_avg_LL_delta,bloom-1b1_acc,bloom-1b1_avg_LL_delta,bloom-3b_acc,bloom-3b_avg_LL_delta,gpt2-x_acc,gpt2-x_avg_LL_delta,bloom-560m_acc,bloom-560m_avg_LL_delta,gpt3-ada_acc,gpt3-ada_avg_LL_delta,gpt3-curie_acc,gpt3-curie_avg_LL_delta,text-davinci-003_acc,text-davinci-003_avg_LL_delta,gpt2-medium_acc,gpt2-medium_avg_LL_delta,gpt2-xl_acc,gpt2-xl_avg_LL_delta,bloom-1b7_acc,bloom-1b7_avg_LL_delta,text-ada-001_acc,text-ada-001_avg_LL_delta,gpt2-large_acc,gpt2-large_avg_LL_delta,text-curie-001_acc,text-curie-001_avg_LL_delta,text-babbage-001_acc,text-babbage-001_avg_LL_delta,bloom-7b1_acc,bloom-7b1_avg_LL_delta
comedian,agent,1.0,1.99082291,0.0,-0.3784655999999999,1.0,10.4193362863,0.0,-0.046875,1.0,2.2344970703125,1.0,3.490379303693772,0.0,-0.499755859375,0.0,-0.05145079,0.0,-0.56756578,1.0,16.11062565684,1.0,0.6747741401195526,1.0,1.0526046752929688,1.0,1.5626220703125,1.0,2.9056243,1.0,2.753954969346524,0.0,-0.46414766,1.0,3.302443234,1.0,0.65576171875
concerto,patient,0.0,0.8358199000000001,1.0,-1.27899745,0.0,5.039186286,1.0,-0.40625,0.0,2.438232421875,0.0,2.352081336081028,1.0,-1.0,1.0,-3.62096203,1.0,-0.46154595,1.0,-3.71841336,1.0,-0.059844970703125,0.0,0.5901126861572266,0.0,1.09375,1.0,-2.67687759,0.0,1.773667350411415,1.0,-0.46286962,0.0,4.608473372,0.0,0.95263671875
confectioner,agent,1.0,1.0410048766666666,0.0,-1.32574012,0.6666666666666666,3.428540271333334,0.0,-0.4895833333333333,1.0,1.9058024088541667,1.0,0.9436808029810588,0.0,-0.916748046875,0.0,-3.416060480666667,0.0,-0.65002506,1.0,15.823307772033331,1.0,0.3512726028760274,1.0,0.2927735646565755,1.0,1.1977132161458333,0.6666666666666666,-0.1894009966666666,1.0,1.948076571027438,0.0,-1.2029482233333333,0.6666666666666666,-0.21852864,1.0,0.760498046875
container,patient,1.0,-1.265551385,1.0,-1.71100418,0.0,3.2327450235,0.0,0.03125,0.0,2.9141998291015625,0.5,-0.0232372283935546,1.0,-1.5,1.0,-3.717505304,1.0,-0.812947345,1.0,-3.0405082505000003,0.0,0.1842803955078125,0.0,0.2822065353393554,0.0,0.562744140625,1.0,-4.550072826,1.0,-0.1392846107482909,0.5,0.0210016399999999,0.0,2.9779513250000003,0.0,0.8671875
convertible,patient,0.6666666666666666,0.0676700033333333,1.0,-1.2307319566666666,0.0,4.875723449666666,0.0,0.265625,0.0,1.9579671223958333,1.0,-0.1568628946940104,1.0,-0.5001627604166666,1.0,-2.518574285,1.0,-0.5401121166666666,0.0,5.2670660334,1.0,-0.8291422327359518,0.0,0.1671136220296223,0.0,1.0626627604166667,0.0,1.401662886666667,0.0,1.050772378842036,1.0,-0.4878682166666667,0.0,3.277480092,0.0,0.69775390625
cook,agent,1.0,1.6795204675,0.0,-0.950200405,0.8333333333333334,6.444020182366667,0.0,-0.2682291666666667,1.0,2.05462646484375,1.0,1.1055466135342915,0.0,-1.0834554036458333,0.0,-3.051506185166667,0.0,-0.6109966033333333,1.0,17.686286489596668,1.0,0.7313436021407446,1.0,0.48482845723629,1.0,1.12493896484375,0.0,-3.412266039166667,1.0,2.58293866366148,0.0,-1.5264224706666667,0.6666666666666666,1.056680609,1.0,0.5312906901041666
cotton,patient,1.0,-0.8698615749999999,1.0,-1.740311555,0.25,1.3794646314999996,1.0,-0.265625,0.0,1.910125732421875,0.25,0.1287612915039062,1.0,-1.375213623046875,1.0,-3.42575199675,1.0,-0.4488859249999999,1.0,-14.9121383520225,1.0,-0.4471473544836044,0.0,0.3373677730560303,0.0,0.61712646484375,1.0,-2.59845456475,0.0,1.0621842928230762,1.0,-0.7810698549999999,0.25,0.6203820074999999,0.0,0.90240478515625
countertop,patient,1.0,-1.6278981866666669,1.0,-1.4976857266666668,0.0,2.848369968333333,0.0,0.4165852864583333,0.0,2.3232625325520835,0.0,1.1351032555103302,1.0,-0.833251953125,1.0,-2.322321558333333,1.0,-0.8076114866666666,1.0,-13.890419372669998,1.0,-0.2492726643880208,0.0,0.3555281956990559,0.0,0.88525390625,0.3333333333333333,0.5221690733333334,0.0,1.8803287893533709,1.0,-0.5479590966666666,0.0,1.6248008799999998,0.0,0.838623046875
crate,patient,1.0,-1.34084545,1.0,-1.87347119,0.0,1.79566527,1.0,-0.1640625,0.0,1.742431640625,0.0,0.7449188232421875,1.0,-1.24993896484375,1.0,-3.042977122,1.0,-1.232091925,1.0,-8.39647190505,1.0,-0.063201904296875,0.0,0.3922262191772461,0.0,0.5941162109375,1.0,-1.646520555,0.0,0.7720103263854979,1.0,-1.088268145,0.0,1.277617005,0.0,0.625244140625
cushion,patient,1.0,-1.3633200775,1.0,-1.9870252375,0.75,-1.30113896425,0.0,0.08203125,0.0,1.9960174560546875,0.0,0.2062015533447265,1.0,-1.249908447265625,1.0,-3.6312778995,1.0,-1.2810343674999998,1.0,-11.302135005945,1.0,-0.5486068576574326,1.0,-0.1490807533264159,0.0,0.4920654296875,1.0,-5.058808106,0.0,1.1488852500915527,1.0,-1.809396083,1.0,-1.1037980925,0.0,0.448974609375
cut,patient,0.0,0.383576025,1.0,-1.5427282725,0.25,1.23854971975,1.0,-0.328125,0.0,1.25421142578125,1.0,-0.8176154866814613,1.0,-0.93768310546875,1.0,-2.91595396125,1.0,-0.9532541575000002,1.0,-3.2252649807500005,1.0,-0.032684326171875,0.0,0.5995347797870636,0.0,1.304443359375,0.75,-0.9018358775,0.0,0.5144407674670219,1.0,-1.5643924235000002,0.25,1.2216116525,0.0,0.57025146484375
dancer,agent,1.0,1.44251744,0.0,-1.13566968,1.0,9.6068734253,1.0,0.046875,1.0,2.32794189453125,1.0,2.44316090643406,0.0,-1.250244140625,0.0,-1.84412368,0.0,-0.39720155,1.0,16.9151622246,1.0,0.7073516845703125,1.0,1.5039434880018236,1.0,1.4996337890625,1.0,0.47122956,1.0,3.0672207549214363,0.0,-0.19656565,1.0,3.086678398,1.0,0.71826171875
dealer,agent,1.0,1.5533090366666666,0.0,-0.3292999633333333,1.0,10.967609342733333,1.0,0.9324544270833334,1.0,2.3541666666666665,1.0,3.021601309378942,1.0,0.1666666666666666,0.3333333333333333,-0.14798163,0.0,-0.5357144399999999,1.0,17.21564246020667,1.0,0.5680643518765767,1.0,1.1688782274723053,1.0,1.3123779296875,1.0,6.257122170999999,1.0,3.7918122770885625,0.0,-0.50571194,1.0,3.4911410333333333,1.0,0.8644205729166666
dish,patient,1.0,-1.3059715,1.0,-1.5099706,1.0,-1.620446762,0.0,0.125,0.0,2.046722412109375,0.0,0.1754608154296875,1.0,-1.0001220703125,1.0,-2.71638,1.0,-1.11344718,1.0,-12.729129300735,1.0,-0.0394134521484375,0.0,0.6529426127672195,0.0,0.95361328125,1.0,-1.9617327575,0.0,1.7236671671271322,1.0,-1.153144875,0.0,3.104511083,0.0,0.695068359375
doctor,agent,1.0,1.734938605,0.0,-0.2167835149999999,1.0,11.67444196455,1.0,0.0390625,1.0,1.46881103515625,0.0,-0.2121357917785646,0.0,-0.874755859375,0.0,-1.893111205,0.0,-0.1933365499999998,1.0,16.90616752525,1.0,1.1170349270105362,1.0,0.868027240037918,1.0,1.3594970703125,1.0,2.43248828,1.0,2.9411415718495846,1.0,0.49706678,1.0,2.602783943,1.0,0.7891845703125
dough,patient,1.0,-1.3128186233333334,1.0,-1.66486294,0.3333333333333333,-0.3651255800000001,0.0,0.1666666666666666,0.0,2.0367228190104165,1.0,-0.6508014798164369,1.0,-0.8330078125,1.0,-3.51675415,1.0,-1.0054015966666665,1.0,-13.273697829786668,1.0,-0.5195872088273367,0.0,0.1848379770914713,0.0,0.8956705729166666,1.0,-4.242363788333333,0.0,1.832254429658254,1.0,-2.28570495,0.3333333333333333,0.7310037600000001,0.0,0.515625
dressmaker,agent,1.0,2.06059465,0.0,-1.1971631125,1.0,7.480397534500001,0.0,-0.3046875,1.0,1.7342529296875,1.0,2.7274628169834614,0.0,-1.0,0.0,-3.0522782600000005,0.0,-0.647779925,1.0,15.52628370699,1.0,0.7313728258013725,1.0,0.5981021001935005,1.0,1.1016845703125,0.5,0.1129470274999999,1.0,2.219396172091365,0.0,-0.91834456,0.75,-0.0317952959999999,1.0,0.95697021484375
driver,agent,0.8571428571428571,1.3967881714285717,0.0,-0.3816085999999999,1.0,7.990817583928573,1.0,0.4934430803571428,1.0,2.073451450892857,1.0,0.7049952915736607,0.2857142857142857,-0.1785714285714285,0.0,-1.4140338585714287,0.0,-0.4802840414285714,1.0,16.720231571938573,1.0,1.1688624833311354,1.0,0.7283281513622829,1.0,1.2231794084821428,1.0,4.945099336285715,1.0,2.7698905116745403,0.0,-0.7261261742857144,1.0,4.433447401285714,1.0,0.7411411830357143
drug,patient,0.3333333333333333,0.2071154733333332,1.0,-1.1251603533333334,0.0,7.340911299666668,0.0,1.0000813802083333,0.0,1.932861328125,0.0,0.3851801554361979,1.0,-1.0001627604166667,1.0,-2.861177336666666,1.0,-0.6495220300000001,1.0,-4.890533241666667,0.0,0.0710449218749999,0.0,0.5278005599975587,0.0,0.8541666666666666,0.0,2.5627582933333337,0.0,2.070184702674548,0.0,0.1599649766666666,0.0,3.2940255260000004,0.0,0.6043294270833334
drummer,agent,1.0,1.5190243200000002,0.0,-0.4376473549999999,1.0,9.33389506975,0.0,-0.7342529296875,1.0,2.179443359375,1.0,2.030860938131809,0.0,-1.2498779296875,0.0,-3.17477555,0.0,-0.3327922749999999,1.0,16.94787983925,1.0,0.3038482666015625,1.0,0.5761370658874512,1.0,1.00048828125,0.5,0.5179309049999999,1.0,1.9632048830389977,0.0,-0.4126328749999999,1.0,3.5428309195,1.0,0.5863037109375
duffle,patient,1.0,-0.970179385,1.0,-1.877224925,0.0,2.14124194,0.0,0.15625,0.0,2.0152587890625,0.0,0.0775489807128906,1.0,-1.1251220703125,1.0,-3.2918687695,1.0,-0.942729855,1.0,-1.29412858,1.0,-0.5919418334960938,0.0,0.0191411972045898,0.0,0.765625,0.5,-0.0217346199999999,0.0,1.058182716369629,1.0,-0.91057188,0.0,1.2717904599999998,0.0,0.538818359375
essay,patient,0.75,-0.4874118399999999,1.0,-0.6419673225,0.5,0.3498545557499998,0.0,0.36328125,0.0,2.101669311523437,0.0,1.0205431133508682,1.0,-0.3125,1.0,-2.5513195165,1.0,-0.4686345375,1.0,-10.182157746145,0.0,1.043745070695877,0.0,0.8567769527435303,0.0,1.65625,0.75,-0.589264895,0.0,1.5817241594195366,1.0,-0.2324809774999999,0.0,5.0997128505,0.0,0.89056396484375
essayist,agent,1.0,1.975648405,0.0,-0.3685235499999999,1.0,11.05264735855,1.0,0.59375,1.0,2.48431396484375,1.0,2.92620562016964,0.0,-0.6248779296875,0.0,-0.8733004750000001,0.0,-0.1722544749999999,1.0,15.57274145663,1.0,1.2089843600988386,1.0,0.9978194385766984,1.0,1.74993896484375,1.0,3.7458024795,1.0,2.9738530963659286,0.5,0.061404175,1.0,3.277437645,1.0,1.281005859375
fabric,patient,0.85,-0.7646197344999999,1.0,-1.6957079220000004,0.25,1.0673759318500002,0.7,-0.07734375,0.0,2.2202880859375,0.0,0.7928541257977486,1.0,-0.79990234375,1.0,-2.4806702563000003,1.0,-0.51877443,1.0,-14.48859181496,0.95,-0.2184089630842209,0.0,0.462987507879734,0.0,0.5374755859375,0.35,0.0187011974999999,0.25,0.2546768188476562,0.35,-0.3290559945,0.05,2.42261825555,0.0,0.8656494140625
fillet,patient,1.0,-0.7898332566666667,1.0,-1.1366333933333332,1.0,-1.1894173466666669,1.0,-0.2239583333333333,0.0,2.0675252278645835,0.0,0.5439656774202982,1.0,-1.5001220703125,1.0,-4.650312899666667,1.0,-0.9666036366666666,1.0,-14.120535591733336,1.0,-0.390838623046875,0.0,0.3779382705688476,0.0,0.6353352864583334,1.0,-3.5611532886666666,0.0,2.04471625884374,1.0,-1.6929328546666669,0.3333333333333333,1.21532984,0.0,0.3697916666666667
fish,patient,1.0,-0.8041177533333332,1.0,-1.4588692833333334,0.3333333333333333,-0.6937440213333333,0.3333333333333333,-0.0104166666666666,0.0,2.1509806315104165,0.6666666666666666,-0.0130869547526041,1.0,-1.3331298828125,1.0,-3.627172248666667,1.0,-0.8679479133333333,1.0,-10.487977456183334,1.0,-0.6168721516927084,0.0,0.7252769668896993,0.0,0.6666666666666666,1.0,-3.940222657333333,0.0,1.2020855247974396,1.0,-1.4588286626666669,0.3333333333333333,1.2003919733333333,0.0,0.4375
floor,patient,1.0,-1.6354462200000002,1.0,-1.2087707566666666,0.0,3.23463368,0.0,0.5782877604166666,0.0,2.333943684895833,0.0,0.2430165608723958,1.0,-1.1665852864583333,1.0,-1.383781953333333,1.0,-0.8310998700000001,1.0,-14.339151725866666,1.0,-0.2295989990234375,0.0,1.0610729952653248,0.0,0.7500813802083334,0.0,2.912544183333333,0.0,2.166102389494578,1.0,-1.1079549199999998,0.0,2.645147515333333,0.0,0.7237955729166666
flute,patient,0.0,0.99418062,1.0,-1.54703923,0.0,6.110472502,1.0,-0.4608154296875,0.0,2.2506103515625,0.0,0.3211441040039062,1.0,-1.6251220703125,1.0,-4.644606482,1.0,-0.6422214399999999,1.0,-1.832467875,1.0,-0.8208465725183487,0.0,0.248636245727539,0.0,0.8597412109375,1.0,-6.81863044795,0.0,0.5423260033130646,1.0,-0.3936759549999999,0.0,2.139704055,0.0,0.4609375
flutist,agent,1.0,1.818120185,0.0,-0.951818495,1.0,10.1841637419,0.0,-0.3125,1.0,2.211181640625,1.0,0.6051182746887207,0.0,-1.62518310546875,0.0,-3.820325792,0.0,-0.3953494899999999,1.0,16.44975098197,1.0,0.458099365234375,1.0,0.6617369949817657,1.0,1.0157470703125,1.0,1.383136095,1.0,2.032701089978218,0.0,-0.7589912449999999,1.0,1.172818665,1.0,0.484130859375
food,patient,1.0,-1.45989215,1.0,-1.285909625,0.0,0.997319095,0.0,0.6253662109375,0.0,2.64837646484375,1.0,-0.2602558135986327,1.0,-1.74981689453125,1.0,-2.978736968,1.0,-0.57428062,1.0,-11.90125861923,1.0,-0.1995849609375,0.0,0.2807826995849609,0.0,0.8438720703125,0.5,0.10001026,0.0,1.0810951888561249,0.5,0.03922755,0.0,1.00983953,0.0,0.3984375
gem,patient,0.0,0.5525273725000001,1.0,-1.14275167,0.0,4.435979002750001,1.0,-0.39459228515625,0.0,2.4182891845703125,0.0,0.4654464572668075,1.0,-0.68743896484375,1.0,-3.9615328995,1.0,-0.4230442324999999,1.0,-6.132789503675001,1.0,-0.5994186401367188,0.0,0.1964154243469238,0.0,0.77349853515625,1.0,-4.424581465875,0.0,2.160383962094784,0.0,0.1818455824999999,0.0,2.760977893,0.0,0.99237060546875
glass,patient,1.0,-0.845766635,1.0,-1.6866205825,0.25,1.58473515325,0.0,0.25,0.0,1.832122802734375,0.0,0.5132026448845862,1.0,-1.1248779296875,1.0,-3.4763282032500005,1.0,-0.5921173849999999,1.0,-11.6274895736725,1.0,-0.4270057529211044,0.5,0.0259814262390136,0.0,0.1796875,1.0,-2.9042413295000005,0.0,0.4111711978912353,1.0,-0.8262247349999998,0.25,0.9859428225,0.0,0.80072021484375
hairdresser,agent,1.0,1.8864324942857145,0.0,-0.5180298928571428,1.0,11.670645591414283,0.0,-0.328125,1.0,2.2319161551339284,1.0,1.225698215620859,0.0,-0.8927873883928571,0.0,-0.9266485542857142,0.0,-0.4417805971428571,1.0,15.676339146028573,1.0,0.5122528033597129,1.0,0.7094941692692893,1.0,1.2679792131696428,1.0,6.256848798699999,1.0,1.5809593200683594,0.2857142857142857,-0.1819978914285714,0.8571428571428571,0.62471033,1.0,0.4820382254464285
handle,patient,0.5,0.2725341375,1.0,-1.3848566974999998,0.0,7.660619756575,0.0,0.359375,0.0,2.6720428466796875,0.0,0.8151340633630753,1.0,-1.00018310546875,1.0,-3.2681848760000003,1.0,-0.2190752324999999,0.75,-1.04612615,0.0,0.2249298095703125,0.0,0.2998051643371581,0.0,0.9296875,0.75,-0.7992987575,0.25,0.5904104709625244,1.0,-1.027773275,0.0,3.41884646175,0.0,0.68353271484375
hat,patient,1.0,-0.8455990099999999,1.0,-0.9958498033333334,0.0,6.243348435133334,0.0,0.4478352864583333,0.0,2.7605997721354165,0.0,2.121856689453125,1.0,-0.3334147135416667,1.0,-2.6626999466666668,1.0,-0.3038838099999999,1.0,-9.777839157483337,0.0,1.0159454147020976,0.0,0.4236742655436198,0.0,0.9482421875,1.0,-1.1623754633333334,0.0,2.386685418585936,0.0,0.1769377399999999,0.0,1.77083517,0.0,0.947998046875
herb,patient,1.0,-1.0640172966666663,1.0,-1.1985021633333333,0.3333333333333333,-0.25106095,0.0,0.2916666666666667,0.0,2.0884806315104165,0.0,0.423657735188802,1.0,-0.6666666666666666,1.0,-4.509104676,1.0,-0.5332094000000001,1.0,-13.31444898776,0.6666666666666666,0.0254185994466145,0.0,0.5396518607934316,0.0,0.75,1.0,-3.1316845433333333,0.0,1.97718079884847,1.0,-0.8661562333333332,0.0,2.317371225,0.0,0.5574544270833334
hiker,agent,0.5,-0.00094362,0.0,-1.06560131,1.0,6.8286737663,0.0,-0.0546875,1.0,2.499847412109375,1.0,1.2807006984949112,0.0,-2.24951171875,0.0,-2.480902575,0.0,-0.512724855,1.0,14.22015655037,1.0,0.8682174980640411,1.0,1.1374821215867996,1.0,1.2027587890625,0.5,-0.249532775,1.0,2.2862591668963432,0.0,-1.016828195,1.0,1.10882578,1.0,0.5155029296875
housekeeper,agent,1.0,1.70828088,0.0,-0.4976109866666667,1.0,10.237671775133334,0.6666666666666666,0.015625,1.0,2.526570638020833,1.0,2.1253102819124856,0.0,-0.9168294270833334,0.0,-1.3342557633333332,0.0,-0.3891881566666666,1.0,16.82917885964333,1.0,0.5735930999120077,1.0,0.8057254155476888,1.0,1.4060465494791667,1.0,2.419303205,1.0,2.3875083004434905,1.0,0.2421902533333333,1.0,1.1784953,1.0,0.8749186197916666
ice,patient,0.1428571428571428,0.2915838357142856,1.0,-1.1865838200000005,0.0,4.360653111428571,0.2857142857142857,0.0200892857142857,0.0,1.9489571707589288,0.1428571428571428,0.2381046840122767,1.0,-0.9643903459821428,1.0,-3.6378706405714287,1.0,-0.5690097571428571,1.0,-10.271319580822857,1.0,-1.26873345885958,0.0,0.5711801946163177,0.0,0.6294991629464286,1.0,-5.257473660314285,0.0,0.8675567209720612,0.8571428571428571,-0.3159874357142857,0.0,0.8226364899999999,0.0,0.5312151227678571
illustrator,agent,1.0,1.98627251775,0.0,-0.6344314025,1.0,9.3336580241,1.0,0.12890625,1.0,1.558563232421875,1.0,2.6579641550779343,0.0,-0.7498779296875,0.0,-2.7903628,0.25,-0.149706395,1.0,16.436038490439998,1.0,0.9514923095703124,1.0,0.7872812747955323,1.0,1.367218017578125,0.0,-0.4527573699999999,1.0,2.231572318822145,0.25,-0.545898845,0.75,1.4822074550000002,1.0,0.65631103515625
ingredient,patient,1.0,-1.1256882633333334,1.0,-1.080106646666667,0.3333333333333333,0.5771927866666667,0.0,0.7081705729166666,0.0,2.375081380208333,0.0,0.9585724075635276,1.0,-0.25,1.0,-2.585889036666667,1.0,-0.7229232533333333,1.0,-11.941836559003333,0.0,0.1363525390625,0.0,0.6137990752855937,0.0,0.760498046875,1.0,-1.21569635,0.0,2.248953513801098,0.3333333333333333,-0.2207367933333333,0.0,2.234566291666667,0.0,0.598876953125
instrument,patient,0.0,1.14300084,1.0,-1.2403822999999998,0.0,8.2992477702,0.5,0.0390625,0.0,1.89892578125,0.0,0.9684873223304752,1.0,-1.12451171875,1.0,-5.38840287,1.0,-0.58790113,0.0,2.989754522,1.0,-0.2947845458984375,0.0,0.1098570823669433,0.0,0.9063720703125,1.0,-7.6172037523,0.0,0.8770923465490341,0.5,-0.04852924,0.0,3.3963146175,0.0,0.383056640625
item,patient,1.0,-1.104357976666667,1.0,-1.0559082333333334,0.0,5.469329682666667,0.0,1.2655436197916667,0.0,3.015838623046875,0.0,1.968516041835149,1.0,-0.33349609375,1.0,-2.840946729666667,1.0,-0.1450106166666666,1.0,-10.591490578466669,0.0,1.341916451851527,0.0,0.6070318818092346,0.0,1.1875,0.0,2.00065927,0.0,2.0701856513818107,0.0,0.6287333166666667,0.0,4.427803235666667,0.0,0.6251627604166666
jacket,patient,1.0,-1.194148465,1.0,-1.45389652,0.0,2.666518889,0.0,0.109375,0.0,2.50762939453125,0.0,0.9046669155359268,1.0,-0.75,1.0,-2.761465407,1.0,-0.7636966999999999,1.0,-8.1582519555,0.0,0.276947021484375,0.0,0.3838958740234374,0.0,0.8436279296875,1.0,-2.0265138900000004,0.0,1.5158481746912005,1.0,-0.8321694399999999,0.0,1.7082872299999998,0.0,1.21826171875
janitor,agent,1.0,1.16595828,0.0,-0.4619566566666666,1.0,10.6748049612,1.0,0.3644205729166667,1.0,2.7909952799479165,1.0,1.5356445511182149,0.0,-0.6669108072916666,1.0,0.2604853533333333,0.0,-0.5058089533333333,1.0,16.422051672133332,1.0,0.8803253173828125,1.0,1.2924426396687825,1.0,1.3122965494791667,1.0,3.614409532333333,1.0,2.849249882002672,0.0,-0.79427124,1.0,2.5092578096666664,1.0,0.8229166666666666
jet,patient,0.0,0.53606579,1.0,-1.3132889066666664,0.0,8.2896564768,0.0,0.546875,0.0,2.26556396484375,0.0,0.3866271773974101,1.0,-0.916748046875,1.0,-3.004087356,1.0,-0.2398992999999999,0.0,12.145443959166665,1.0,-0.2300923665364583,0.0,0.6017233630021412,0.0,0.7919108072916666,1.0,-1.4522062616666669,0.0,0.6077105005582174,0.0,0.7380656966666667,0.0,4.274200972,0.0,0.521240234375
jeweler,agent,1.0,2.2063508475,0.0,-0.5678592124999999,1.0,11.6543501731,0.0,-0.69140625,1.0,2.3124542236328125,1.0,1.705513004213571,0.0,-0.62518310546875,0.0,-1.761046625,0.0,-0.40987112,1.0,16.771698238,1.0,0.3797264248132705,1.0,0.6232166290283203,1.0,1.031494140625,1.0,2.15594389,1.0,2.796129224821925,0.0,-0.7137200075,1.0,1.473565995,1.0,1.07427978515625
jewelry,patient,1.0,-1.076606553333333,1.0,-1.29992607,0.0,3.0628605086666667,0.3333333333333333,0.125,0.0,2.953450520833333,0.0,1.4518636067708333,1.0,-1.1668294270833333,1.0,-3.012696173333333,1.0,-0.42007319,1.0,-13.64774872018,1.0,-0.0595753987630208,0.0,0.4136441548665364,0.0,0.7604166666666666,1.0,-0.57879763,0.0,1.9586665034294128,0.0,0.4621420333333333,0.0,2.6763030736666664,0.0,1.0103352864583333
journalist,agent,1.0,2.174846925,0.0,-0.6269018050000001,1.0,13.0964554725,1.0,0.820068359375,1.0,2.375518798828125,1.0,3.2919026017189026,0.0,-0.5,0.0,-0.2861232199999999,0.0,-0.44653332,1.0,16.5684814193,1.0,1.2967528998851776,1.0,1.1166400909423828,1.0,1.797119140625,1.0,2.695028695,1.0,3.399386379867792,0.0,-0.22267724,1.0,2.038348145,1.0,1.320556640625
kite,patient,0.0,0.6907323566666667,1.0,-1.4884331766666667,0.0,4.605384337466667,0.0,0.8954264322916666,0.0,2.9169921875,0.0,1.1737365821997323,1.0,-1.249755859375,1.0,-3.1317473783333334,1.0,-0.6761843700000001,0.0,1.78666348,1.0,-0.16424560546875,0.0,0.3223574956258138,0.0,1.1460774739583333,1.0,-2.8673505033333337,0.0,1.4445523967345557,0.3333333333333333,0.4316888766666666,0.0,1.87809499,0.0,0.6355794270833334
knob,patient,1.0,-0.943901355,1.0,-1.6680497675,0.0,6.143779791825001,0.0,0.41009521484375,0.0,2.1407928466796875,1.0,-0.4473228752613067,1.0,-0.75018310546875,1.0,-3.3104519565,1.0,-0.3433074425,0.25,0.2349436875,0.0,0.0699501037597656,0.25,0.0503599643707275,0.0,0.85174560546875,1.0,-2.1218026725,0.0,1.5220830142498016,1.0,-1.3195884825,0.0,2.16596089,0.0,0.6719970703125
lady,agent,0.6,-0.03141401,0.0,-0.972473938,0.8,4.87074536572,0.0,-0.146875,1.0,2.862518310546875,0.2,-0.128582763671875,0.0,-1.0998046875,0.0,-3.2813894464,0.0,-0.57147211,1.0,14.197689653754,1.0,1.1287566900253296,1.0,0.718010139465332,1.0,1.4501220703125,0.0,-3.4579632948,1.0,2.859979062527418,0.0,-1.140140186,0.4,-0.493633226,1.0,0.59375
lake,patient,1.0,-2.06161511,1.0,-1.56076804,1.0,-1.44535417,0.0,0.21875,0.0,1.72686767578125,1.0,-0.9001235663890839,1.0,-0.8753662109375,1.0,-4.2271599625,1.0,-0.6856812550000001,1.0,-14.357032839425,1.0,-0.073974609375,0.0,0.0426726341247558,0.0,0.577880859375,1.0,-1.891158085,0.0,1.269757241010666,1.0,-0.5370606950000001,0.0,1.02708235,0.0,0.413818359375
landscape,patient,1.0,-1.37987684,1.0,-1.264398645,0.5,-0.3933793750000001,0.0,0.9766845703125,0.0,1.5780029296875,1.0,-0.0689928531646728,1.0,-1.1251220703125,1.0,-2.9714480675000003,1.0,-0.5583724999999999,1.0,-15.500781560775,0.0,0.2354660034179687,0.0,0.089921474456787,0.0,0.9530029296875,1.0,-0.2684468149999999,0.0,1.573843479156494,0.0,0.142495605,0.0,1.26811738,0.0,0.3828125
letter,patient,1.0,-0.585696105,1.0,-0.786269215,0.0,1.118363375,0.0,0.9376220703125,0.0,2.242431640625,1.0,-0.5535430908203125,1.0,-0.87548828125,1.0,-2.3958826775000004,1.0,-0.4488601949999999,1.0,-12.103670160595,0.0,1.165245085954666,0.0,0.4578952789306641,0.0,1.40643310546875,1.0,-1.81213751,0.0,1.7392335087060928,0.0,0.3100786049999999,0.0,4.113455350000001,0.0,0.500244140625
line,patient,1.0,-0.681467935,1.0,-1.45734959,0.0,1.96486636,0.0,0.9683837890625,0.0,1.96868896484375,0.5,-0.0563811957836151,1.0,-0.6246337890625,1.0,-2.591793913,1.0,-0.373271935,1.0,-14.480447747825,0.0,0.5815124511718749,0.0,1.0419335812330246,0.0,1.67193603515625,0.0,1.138366195,0.0,1.4878516793251038,0.0,0.3702993149999999,0.0,4.656216545,0.0,0.46142578125
lotion,patient,1.0,-0.8518859133333333,1.0,-1.3757147533333332,0.0,4.434246047333333,0.0,0.8438313802083334,0.0,2.2600301106770835,0.0,2.3830922742684684,1.0,-0.5834147135416666,1.0,-3.0426342243333333,1.0,-0.5876454733333333,1.0,-9.422585887333334,0.0,0.4086659749348958,0.0,0.5573952595392864,0.0,0.8225911458333334,0.6666666666666666,-0.1795393533333333,0.0,2.389320326348146,0.0,0.4266284166666667,0.0,0.8681409000000001,0.0,0.812744140625
lunchbox,patient,1.0,-1.017613105,1.0,-1.623506655,0.5,0.4707514599999999,1.0,-0.21875,0.0,2.53826904296875,0.0,1.5173340365290642,1.0,-1.0,1.0,-3.000567337,1.0,-0.7399883,1.0,-5.94244102865,1.0,-0.5058441162109375,1.0,-0.120434284210205,0.0,0.593994140625,1.0,-2.16429848,0.0,0.8411951214075087,1.0,-0.37837407,1.0,-0.3092295299999999,0.0,0.812744140625
